fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,GDP_value.1,DATE_x,CSENT,Interest_rate
2017,4,10,42,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,499.0,117046.91,19561.896,19894.75,2017-10-01,100.7,1.75
2015,3,7,28,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,181.0,66904.56,18193.707,18306.96,2015-07-01,93.1,0.75
2017,1,1,4,Application Tooling Group,Americas,48,Certified Hand Tools,280.0,115346.17,19894.75,19148.194,2017-01-01,98.5,1.25
2019,1,1,3,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,218.0,64625.35,21706.532,21013.085,2019-01-01,91.2,3.0
2019,2,4,17,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,25.0,19334.89,21013.085,21272.448,2019-04-01,97.2,3.0
2022,2,4,15,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,3.0,479.05,24740.48,25248.476,2022-04-01,65.2,
2019,3,9,36,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,19.0,5145.34,21272.448,21531.839,2019-09-01,93.2,2.5
2022,3,8,31,Application Tooling Group,Americas,150,Miscellaneous Tools,247.0,43920.25,25248.476,25723.941,2022-08-01,58.2,
2022,4,10,43,Application Tooling Group,Americas,148,Powered Crimp Tools,150.0,133668.2,25723.941,26144.956,2022-10-01,59.9,
2022,4,10,41,Application Tooling Group,Americas,150,Miscellaneous Tools,104.0,32003.19,25723.941,26144.956,2022-10-01,59.9,
2022,2,4,15,Application Tooling Group,Americas,48,Certified Hand Tools,175.0,103261.72,24740.48,25248.476,2022-04-01,65.2,
2022,2,6,24,Application Tooling Group,Americas,43,Pin Insertion Machines,26.0,608981.88,24740.48,25248.476,2022-06-01,50.0,
2020,1,2,8,Application Tooling Group,Americas,42,Assembled Applicators,1508.0,1126276.83,21704.706,21538.032,2020-02-01,101.0,2.25
2018,2,6,23,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,61.0,12314.0,20155.486,20470.197,2018-06-01,98.2,2.5
2018,4,10,40,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,61251.0,20687.278,20819.269,2018-10-01,98.6,2.75
2022,1,3,11,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,301.0,23133.15,26144.956,24740.48,2022-03-01,59.4,
2022,4,10,42,Application Tooling Group,Americas,43,Pin Insertion Machines,9.0,8763.6,25723.941,26144.956,2022-10-01,59.9,
2021,3,7,30,Application Tooling Group,Americas,148,Powered Crimp Tools,33.0,49661.2,23046.934,23550.42,2021-07-01,81.2,0.25
2022,2,5,19,Application Tooling Group,Americas,43,Pin Insertion Machines,112.0,13552.89,24740.48,25248.476,2022-05-01,58.4,
2021,3,8,32,Application Tooling Group,Americas,389,Presses & Terminators,110.0,80264.79,23046.934,23550.42,2021-08-01,70.3,0.25
2022,3,8,35,Application Tooling Group,Americas,51,Connector Seating Machines,8.0,1890.81,25248.476,25723.941,2022-08-01,58.2,
2021,2,5,20,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,37.0,9703.25,22313.85,23046.934,2021-05-01,82.9,0.25
2020,3,8,32,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,4386.96,19636.731,21362.428,2020-08-01,74.1,0.25
2020,3,8,34,Application Tooling Group,Americas,43,Pin Insertion Machines,37.0,73677.97,19636.731,21362.428,2020-08-01,74.1,0.25
2022,3,9,36,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,42.0,9069.85,25248.476,25723.941,2022-09-01,58.6,
2021,4,12,49,Application Tooling Group,Americas,148,Powered Crimp Tools,23.0,30061.21,23550.42,24349.121,2021-12-01,70.6,
2022,4,12,50,Application Tooling Group,Americas,43,Pin Insertion Machines,4.0,1514.0,25723.941,26144.956,2022-12-01,59.7,
2021,3,7,27,Application Tooling Group,Americas,51,Connector Seating Machines,6.0,3670.0,23046.934,23550.42,2021-07-01,81.2,0.25
2020,4,10,42,Application Tooling Group,Americas,51,Connector Seating Machines,0.0,7999.89,21362.428,21704.706,2020-10-01,81.8,0.25
2020,2,5,21,Application Tooling Group,Americas,148,Powered Crimp Tools,46.0,75072.64,21538.032,19636.731,2020-05-01,72.3,0.25
2017,1,2,8,Application Tooling Group,Americas,42,Assembled Applicators,1735.0,191799.52,19894.75,19148.194,2017-02-01,96.3,1.25
2015,1,1,1,Application Tooling Group,Americas,389,Presses & Terminators,139.0,43583.69,18332.079,17991.348,2015-01-01,98.1,0.75
2015,1,2,5,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,43.0,27013.8,18332.079,17991.348,2015-02-01,95.4,0.75
2021,2,5,21,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,28.0,57668.84,22313.85,23046.934,2021-05-01,82.9,0.25
2022,1,1,3,Application Tooling Group,Americas,48,Certified Hand Tools,240.0,170412.25,26144.956,24740.48,2022-01-01,67.2,
2020,3,7,30,Application Tooling Group,Americas,148,Powered Crimp Tools,13.0,12968.19,19636.731,21362.428,2020-07-01,72.5,0.25
2022,2,6,25,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,75336.58,24740.48,25248.476,2022-06-01,50.0,
2020,3,8,31,Application Tooling Group,Americas,148,Powered Crimp Tools,26.0,22394.6,19636.731,21362.428,2020-08-01,74.1,0.25
2020,2,6,25,Application Tooling Group,Americas,43,Pin Insertion Machines,53.0,13885.36,21538.032,19636.731,2020-06-01,78.1,0.25
2021,2,5,18,Application Tooling Group,Americas,51,Connector Seating Machines,6.0,17433.72,22313.85,23046.934,2021-05-01,82.9,0.25
2019,1,2,9,Application Tooling Group,Americas,150,Miscellaneous Tools,562.0,127111.05,21706.532,21013.085,2019-02-01,93.8,3.0
2017,3,7,30,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,135.0,497700.13,19304.506,19561.896,2017-07-01,93.4,1.75
2022,4,12,53,Application Tooling Group,Americas,50,Insertion-Extraction Tools,12763.0,62636.67,25723.941,26144.956,2022-12-01,59.7,
2022,2,6,24,Application Tooling Group,Americas,50,Insertion-Extraction Tools,14708.0,68182.16,24740.48,25248.476,2022-06-01,50.0,
2018,4,12,50,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,15055.0,20687.278,20819.269,2018-12-01,98.3,3.0
2017,2,5,19,Application Tooling Group,Americas,51,Connector Seating Machines,1.0,70852.0,19148.194,19304.506,2017-05-01,97.1,1.5
2019,3,7,29,Application Tooling Group,Americas,389,Presses & Terminators,74.0,244363.83,21272.448,21531.839,2019-07-01,98.4,3.0
2016,1,1,4,Application Tooling Group,Americas,51,Connector Seating Machines,3.0,83111.01,18968.041,18425.306,2016-01-01,92.0,1.0
2016,2,4,17,Application Tooling Group,Americas,389,Presses & Terminators,68.0,263241.14,18425.306,18611.617,2016-04-01,89.0,1.0
2015,2,6,24,Application Tooling Group,Americas,148,Powered Crimp Tools,108.0,114986.65,17991.348,18193.707,2015-06-01,96.1,0.75
2015,2,4,15,Application Tooling Group,Americas,42,Assembled Applicators,2198.0,236450.96,17991.348,18193.707,2015-04-01,95.9,0.75
2018,3,7,30,Application Tooling Group,Americas,50,Insertion-Extraction Tools,24705.0,78606.18,20470.197,20687.278,2018-07-01,97.9,2.5
2018,3,7,27,Application Tooling Group,Americas,150,Miscellaneous Tools,421.0,82874.0,20470.197,20687.278,2018-07-01,97.9,2.5
2016,1,1,2,Application Tooling Group,Americas,148,Powered Crimp Tools,44.0,62977.47,18968.041,18425.306,2016-01-01,92.0,1.0
2016,3,8,35,Application Tooling Group,Americas,148,Powered Crimp Tools,45.0,60210.73,18611.617,18775.459,2016-08-01,89.8,1.0
2018,3,8,33,Application Tooling Group,Americas,389,Presses & Terminators,259.0,317828.92,20470.197,20687.278,2018-08-01,96.2,2.5
2016,4,12,52,Application Tooling Group,Americas,50,Insertion-Extraction Tools,29213.0,58515.23,18775.459,18968.041,2016-12-01,98.2,1.25
2016,3,7,28,Application Tooling Group,Americas,150,Miscellaneous Tools,227.0,46703.05,18611.617,18775.459,2016-07-01,90.0,1.0
2018,2,5,20,Application Tooling Group,Americas,150,Miscellaneous Tools,578.0,118255.37,20155.486,20470.197,2018-05-01,98.0,2.25
2018,1,3,12,Application Tooling Group,Americas,148,Powered Crimp Tools,51.0,59661.11,20819.269,20155.486,2018-03-01,101.4,2.25
2019,4,10,42,Application Tooling Group,Americas,150,Miscellaneous Tools,308.0,58257.56,21531.839,21706.532,2019-10-01,95.5,2.25
2015,1,1,4,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,74.0,7419.82,18332.079,17991.348,2015-01-01,98.1,0.75
2018,1,1,4,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,23.0,134973.92,20819.269,20155.486,2018-01-01,95.7,2.0
2016,3,9,37,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,53.0,10232.06,18611.617,18775.459,2016-09-01,91.2,1.0
2018,3,7,29,Application Tooling Group,Americas,48,Certified Hand Tools,329.0,138233.22,20470.197,20687.278,2018-07-01,97.9,2.5
2018,4,10,41,Application Tooling Group,Americas,51,Connector Seating Machines,11.0,271856.5,20687.278,20819.269,2018-10-01,98.6,2.75
2018,1,3,11,Application Tooling Group,Americas,50,Insertion-Extraction Tools,12712.0,45995.88,20819.269,20155.486,2018-03-01,101.4,2.25
2016,3,7,29,Application Tooling Group,Americas,148,Powered Crimp Tools,57.0,161440.56,18611.617,18775.459,2016-07-01,90.0,1.0
2016,4,12,53,Application Tooling Group,Americas,148,Powered Crimp Tools,77.0,29788.92,18775.459,18968.041,2016-12-01,98.2,1.25
2019,3,7,30,Application Tooling Group,Americas,150,Miscellaneous Tools,467.0,100680.63,21272.448,21531.839,2019-07-01,98.4,3.0
2018,2,4,14,Application Tooling Group,Americas,148,Powered Crimp Tools,68.0,54218.5,20155.486,20470.197,2018-04-01,98.8,2.25
2015,3,8,34,Application Tooling Group,Americas,150,Miscellaneous Tools,305.0,55164.73,18193.707,18306.96,2015-08-01,91.9,0.75
2018,1,1,1,Application Tooling Group,Americas,148,Powered Crimp Tools,52.0,142059.79,20819.269,20155.486,2018-01-01,95.7,2.0
2015,1,2,5,Application Tooling Group,Americas,150,Miscellaneous Tools,354.0,77751.09,18332.079,17991.348,2015-02-01,95.4,0.75
2016,1,2,5,Application Tooling Group,Americas,148,Powered Crimp Tools,102.0,34693.97,18968.041,18425.306,2016-02-01,91.7,1.0
2018,3,8,32,Application Tooling Group,Americas,150,Miscellaneous Tools,575.0,113140.52,20470.197,20687.278,2018-08-01,96.2,2.5
2015,1,2,8,Application Tooling Group,Americas,43,Pin Insertion Machines,14.0,45183.0,18332.079,17991.348,2015-02-01,95.4,0.75
2018,1,2,9,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,65.0,47045.37,20819.269,20155.486,2018-02-01,99.7,2.0
2016,2,5,22,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,473.0,296135.06,18425.306,18611.617,2016-05-01,94.7,1.0
2015,2,5,22,Application Tooling Group,Americas,150,Miscellaneous Tools,478.0,70640.73,17991.348,18193.707,2015-05-01,90.7,0.75
2019,2,5,18,Application Tooling Group,Americas,42,Assembled Applicators,2211.0,301608.61,21013.085,21272.448,2019-05-01,100.0,3.0
2015,1,2,7,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,511.0,35023.22,18332.079,17991.348,2015-02-01,95.4,0.75
2020,1,2,9,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,9.0,16067.68,21704.706,21538.032,2020-02-01,101.0,2.25
2020,1,2,5,Application Tooling Group,Americas,50,Insertion-Extraction Tools,21968.0,43045.56,21704.706,21538.032,2020-02-01,101.0,2.25
2020,1,2,7,Application Tooling Group,Americas,43,Pin Insertion Machines,11.0,13658.07,21704.706,21538.032,2020-02-01,101.0,2.25
2020,4,11,46,Application Tooling Group,Americas,389,Presses & Terminators,50.0,26492.15,21362.428,21704.706,2020-11-01,76.9,0.25
2020,2,5,18,Application Tooling Group,Americas,50,Insertion-Extraction Tools,20285.0,61732.31,21538.032,19636.731,2020-05-01,72.3,0.25
2021,3,8,35,Application Tooling Group,Americas,389,Presses & Terminators,169.0,45258.26,23046.934,23550.42,2021-08-01,70.3,0.25
2022,1,3,12,Application Tooling Group,Americas,50,Insertion-Extraction Tools,17187.0,98903.88,26144.956,24740.48,2022-03-01,59.4,
2016,4,12,53,Application Tooling Group,Americas,48,Certified Hand Tools,254.0,73037.53,18775.459,18968.041,2016-12-01,98.2,1.25
2019,3,8,34,Application Tooling Group,Americas,48,Certified Hand Tools,210.0,121539.12,21272.448,21531.839,2019-08-01,89.8,2.75
2017,1,3,12,Application Tooling Group,Americas,48,Certified Hand Tools,238.0,123420.7,19894.75,19148.194,2017-03-01,96.9,1.5
2018,1,3,11,Application Tooling Group,Americas,43,Pin Insertion Machines,21.0,135895.0,20819.269,20155.486,2018-03-01,101.4,2.25
2015,3,7,28,Application Tooling Group,Americas,51,Connector Seating Machines,11.0,437.81,18193.707,18306.96,2015-07-01,93.1,0.75
2020,3,9,36,Application Tooling Group,Americas,48,Certified Hand Tools,327.0,132189.43,19636.731,21362.428,2020-09-01,80.4,0.25
2021,4,11,48,Application Tooling Group,Americas,48,Certified Hand Tools,273.0,174680.01,23550.42,24349.121,2021-11-01,67.4,
2022,4,12,50,Application Tooling Group,Americas,389,Presses & Terminators,71.0,111751.05,25723.941,26144.956,2022-12-01,59.7,
2017,2,5,19,Application Tooling Group,Americas,43,Pin Insertion Machines,8.0,430622.54,19148.194,19304.506,2017-05-01,97.1,1.5
2016,1,3,10,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,58.0,96025.4,18968.041,18425.306,2016-03-01,91.0,1.0
2018,4,12,49,Application Tooling Group,Americas,389,Presses & Terminators,107.0,24710.85,20687.278,20819.269,2018-12-01,98.3,3.0
2016,4,12,52,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,38.0,77244.68,18775.459,18968.041,2016-12-01,98.2,1.25
2015,4,10,43,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,75.0,264690.24,18306.96,18332.079,2015-10-01,90.0,0.75
2017,1,1,3,Application Tooling Group,Americas,43,Pin Insertion Machines,4.0,10015.41,19894.75,19148.194,2017-01-01,98.5,1.25
2015,1,2,9,Application Tooling Group,Americas,389,Presses & Terminators,112.0,27220.9,18332.079,17991.348,2015-02-01,95.4,0.75
2015,2,6,26,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,83.0,13251.43,17991.348,18193.707,2015-06-01,96.1,0.75
2019,1,1,2,Application Tooling Group,Americas,150,Miscellaneous Tools,725.0,128012.45,21706.532,21013.085,2019-01-01,91.2,3.0
2015,3,9,36,Application Tooling Group,Americas,150,Miscellaneous Tools,497.0,68654.78,18193.707,18306.96,2015-09-01,87.2,0.75
2016,2,5,18,Application Tooling Group,Americas,389,Presses & Terminators,76.0,16123.67,18425.306,18611.617,2016-05-01,94.7,1.0
2015,4,11,45,Application Tooling Group,Americas,150,Miscellaneous Tools,440.0,87223.18,18306.96,18332.079,2015-11-01,91.3,0.75
2019,4,11,46,Application Tooling Group,Americas,50,Insertion-Extraction Tools,27999.0,65128.63,21531.839,21706.532,2019-11-01,96.8,2.25
2019,4,10,43,Application Tooling Group,Americas,50,Insertion-Extraction Tools,29714.0,89984.48,21531.839,21706.532,2019-10-01,95.5,2.25
2017,2,4,17,Application Tooling Group,Americas,148,Powered Crimp Tools,39.0,43839.45,19148.194,19304.506,2017-04-01,97.0,1.5
2018,2,6,26,Application Tooling Group,Americas,50,Insertion-Extraction Tools,12017.0,44913.65,20155.486,20470.197,2018-06-01,98.2,2.5
2019,2,4,14,Application Tooling Group,Americas,50,Insertion-Extraction Tools,6511.0,16346.17,21013.085,21272.448,2019-04-01,97.2,3.0
2019,4,11,45,Application Tooling Group,Americas,50,Insertion-Extraction Tools,35044.0,84516.66,21531.839,21706.532,2019-11-01,96.8,2.25
2020,1,2,8,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,126271.96,21704.706,21538.032,2020-02-01,101.0,2.25
2020,3,8,34,Application Tooling Group,Americas,51,Connector Seating Machines,24.0,89470.3,19636.731,21362.428,2020-08-01,74.1,0.25
2020,2,6,25,Application Tooling Group,Americas,50,Insertion-Extraction Tools,37566.0,95637.12,21538.032,19636.731,2020-06-01,78.1,0.25
2021,4,12,52,Application Tooling Group,Americas,389,Presses & Terminators,113.0,24695.81,23550.42,24349.121,2021-12-01,70.6,
2021,2,4,15,Application Tooling Group,Americas,148,Powered Crimp Tools,39.0,44092.53,22313.85,23046.934,2021-04-01,88.3,0.25
2022,2,6,24,Application Tooling Group,Americas,42,Assembled Applicators,1849.0,234524.53,24740.48,25248.476,2022-06-01,50.0,
2021,2,4,14,Application Tooling Group,Americas,42,Assembled Applicators,529.0,182890.43,22313.85,23046.934,2021-04-01,88.3,0.25
2022,4,10,41,Application Tooling Group,Americas,51,Connector Seating Machines,5.0,3453.0,25723.941,26144.956,2022-10-01,59.9,
2017,3,8,32,Application Tooling Group,Americas,51,Connector Seating Machines,21.0,9903.71,19304.506,19561.896,2017-08-01,96.8,1.75
2018,2,5,19,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,4690.65,20155.486,20470.197,2018-05-01,98.0,2.25
2017,4,12,52,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,79.0,-18312.98,19561.896,19894.75,2017-12-01,95.9,2.0
2015,1,2,6,Application Tooling Group,Americas,51,Connector Seating Machines,1.0,165630.3,18332.079,17991.348,2015-02-01,95.4,0.75
2022,4,10,40,Application Tooling Group,Americas,48,Certified Hand Tools,192.0,148765.34,25723.941,26144.956,2022-10-01,59.9,
2020,1,1,3,Application Tooling Group,Americas,148,Powered Crimp Tools,65.0,91036.44,21704.706,21538.032,2020-01-01,99.8,2.25
2020,3,8,32,Application Tooling Group,Americas,42,Assembled Applicators,812.0,157770.89,19636.731,21362.428,2020-08-01,74.1,0.25
2017,4,12,50,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,164.0,15405.51,19561.896,19894.75,2017-12-01,95.9,2.0
2019,4,10,40,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,42.0,7406.38,21531.839,21706.532,2019-10-01,95.5,2.25
2019,1,2,8,Application Tooling Group,Americas,48,Certified Hand Tools,217.0,37925.81,21706.532,21013.085,2019-02-01,93.8,3.0
2017,4,11,47,Application Tooling Group,Americas,51,Connector Seating Machines,15.0,8879.85,19561.896,19894.75,2017-11-01,98.5,1.75
2017,3,9,36,Application Tooling Group,Americas,51,Connector Seating Machines,28.0,19229.28,19304.506,19561.896,2017-09-01,95.1,1.75
2017,4,11,48,Application Tooling Group,Americas,48,Certified Hand Tools,198.0,75471.3,19561.896,19894.75,2017-11-01,98.5,1.75
2019,2,6,26,Application Tooling Group,Americas,50,Insertion-Extraction Tools,12186.0,47021.52,21013.085,21272.448,2019-06-01,98.2,3.0
2017,2,5,20,Application Tooling Group,Americas,50,Insertion-Extraction Tools,9808.0,36613.11,19148.194,19304.506,2017-05-01,97.1,1.5
2015,3,9,39,Application Tooling Group,Americas,389,Presses & Terminators,199.0,57286.31,18193.707,18306.96,2015-09-01,87.2,0.75
2015,1,1,3,Application Tooling Group,Americas,148,Powered Crimp Tools,124.0,54258.0,18332.079,17991.348,2015-01-01,98.1,0.75
2019,3,9,38,Application Tooling Group,Americas,150,Miscellaneous Tools,753.0,108598.75,21272.448,21531.839,2019-09-01,93.2,2.5
2017,4,11,48,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,70.0,243091.55,19561.896,19894.75,2017-11-01,98.5,1.75
2016,1,3,13,Application Tooling Group,Americas,42,Assembled Applicators,669.0,103350.97,18968.041,18425.306,2016-03-01,91.0,1.0
2019,1,1,1,Application Tooling Group,Americas,42,Assembled Applicators,1847.0,305197.45,21706.532,21013.085,2019-01-01,91.2,3.0
2016,4,12,50,Application Tooling Group,Americas,42,Assembled Applicators,1367.0,119214.97,18775.459,18968.041,2016-12-01,98.2,1.25
2017,1,2,7,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,71.0,300117.76,19894.75,19148.194,2017-02-01,96.3,1.25
