fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value
2019,1,3,12,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,4849.564,170907.03,21706.532
2022,3,9,37,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,4966.0,386422.91,25248.476
2021,1,2,7,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,24845.0,233646.8,24349.121
2021,1,3,10,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,10179.0,109751.33,24349.121
2021,4,10,40,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,2969.0,224582.22,23550.42
2022,3,9,36,"Aerospace, Defense & Marine",Americas,914,55 Cable,217081.606,218588.12,25248.476
2022,2,4,16,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,366297.0,189644.48,24740.48
2022,4,11,44,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,1094.232,60103.99,25723.941
2021,2,5,22,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,914.4,1465.8,22313.85
2022,3,9,38,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,1564.0,63785.99,25248.476
2021,3,8,35,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,3166.0,52009.69,23046.934
2021,4,11,45,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,6872.0,134663.0,23550.42
2021,4,11,47,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,3218.0,165082.22,23550.42
2021,3,9,36,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,1081.0,70714.59,23046.934
2020,4,11,48,"Aerospace, Defense & Marine",Americas,JC3,Engine,931.0,46296.94,21362.428
2021,4,12,49,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,55.0,97769.08,23550.42
2021,4,10,40,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,2544.0,41154.54,23550.42
2021,2,6,24,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,19077.0,58146.12,22313.85
2021,4,10,43,"Aerospace, Defense & Marine",Americas,257,ARINC Products,27197.0,112259.7,23550.42
2021,1,1,3,"Aerospace, Defense & Marine",Americas,D51,Special Military and Fifth Size Relays,692.0,162014.55,24349.121
2021,2,6,24,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,34918.42,222343.62,22313.85
2021,3,9,39,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,1586.0,1238047.68,23046.934
2021,3,8,35,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,789.0,73206.1,23046.934
2021,1,3,10,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,731.0,20807.11,24349.121
2022,1,1,3,"Aerospace, Defense & Marine",Americas,JC6,38999 Series III,16384.0,106302.02,26144.956
2022,3,8,31,"Aerospace, Defense & Marine",Americas,712,System 6,171750.0,42643.3,25248.476
2022,3,8,35,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,14125.0,347456.13,25248.476
2022,2,5,21,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,5895.0,134355.16,24740.48
2022,3,8,35,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,2431.0,101146.45,25248.476
2022,2,4,15,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,3805.0,99091.76,24740.48
2020,3,7,28,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,68663.0,49850.89,19636.731
2021,2,6,26,"Aerospace, Defense & Marine",Americas,JC6,38999 Series III,31934.0,233409.52,22313.85
2021,4,11,44,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,2022.0,33089.87,23550.42
2021,2,5,22,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,561.0,9949.5,22313.85
2021,3,9,39,"Aerospace, Defense & Marine",Americas,LU4,Underwater Mateable Connector,63.0,2794790.0,23046.934
2021,4,11,46,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,27867.254,284025.41,23550.42
2021,1,2,8,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,270.0,50182.62,24349.121
2021,3,7,28,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,2827.0,139397.95,23046.934
2021,2,5,21,"Aerospace, Defense & Marine",Americas,088,G Series Products,82283.0,163192.63,22313.85
2021,1,1,2,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,7192.0,32465.79,24349.121
2021,1,3,13,"Aerospace, Defense & Marine",Americas,JC3,Engine,1840.0,24081.18,24349.121
2022,3,7,28,"Aerospace, Defense & Marine",Americas,088,G Series Products,5098.0,-8075.09,25248.476
2021,2,5,20,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,16491.0,342419.57,22313.85
2021,3,8,33,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,35812.171,85856.1,23046.934
2021,3,8,34,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,6445.91,83122.99,23046.934
2021,1,2,5,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,2804.16,6596.89,24349.121
2021,1,3,13,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,0.0,-4723.03,24349.121
2022,3,9,39,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,2599.0,98552.02,25248.476
2022,2,6,26,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,50.0,66270.68,24740.48
2022,3,8,31,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,153.0,66370.67,25248.476
2022,4,12,53,"Aerospace, Defense & Marine",Americas,JD2,369,16391.0,137418.24,25723.941
2022,3,8,32,"Aerospace, Defense & Marine",Americas,547,MTC Solder,1427.0,40799.42,25248.476
2020,4,10,40,"Aerospace, Defense & Marine",Americas,912,44 Cable,59739.276,88455.82,21362.428
2022,4,11,44,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,1189.0,134885.69,25723.941
2022,2,6,23,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,1381.0,57439.29,24740.48
2015,1,2,9,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,3805.0,86515.15,18332.079
2018,1,2,8,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,40.0,19118.58,20819.269
2015,1,1,2,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,4992.0,148552.88,18332.079
2017,4,10,43,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",7154.0,185770.48,19561.896
2015,3,8,34,"Aerospace, Defense & Marine",Americas,JB3,Rochester MUX,49500.0,509665.0,18193.707
2018,2,6,24,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,7671.816,156898.52,20155.486
2015,4,10,43,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,13377.367,122523.55,18306.96
2017,3,8,31,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,4622.292,59570.92,19304.506
2017,2,5,22,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,3334.0,133889.53,19148.194
2016,1,1,2,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,3659.124,62672.22,18968.041
2017,1,2,5,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,1085.735,36198.44,19894.75
2019,2,6,24,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,30570.83,197690.29,21013.085
2017,3,7,29,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,12.0,1350.1,19304.506
2019,1,3,12,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,45178.0,347329.7,21706.532
2016,1,1,3,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,2945.0,151777.14,18968.041
2018,2,4,14,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,1844.0,62590.87,20155.486
2016,3,8,34,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,144.0,102489.47,18611.617
2016,3,9,38,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,174.0,124697.06,18611.617
2019,3,8,34,"Aerospace, Defense & Marine",Americas,914,55 Cable,839063.799,781111.92,21272.448
2017,4,11,48,"Aerospace, Defense & Marine",Americas,914,55 Cable,833144.588,886587.1,19561.896
2017,3,9,36,"Aerospace, Defense & Marine",Americas,915,55 Wire,542261.451,209882.41,19304.506
2015,3,8,32,"Aerospace, Defense & Marine",Americas,914,55 Cable,363773.921,567289.12,18193.707
2015,1,1,2,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,448582.0,270054.39,18332.079
2017,4,11,47,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,11694.0,136985.11,19561.896
2016,1,2,5,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,106599.0,76954.44,18968.041
2019,1,2,9,"Aerospace, Defense & Marine",Americas,915,55 Wire,1374624.226,465827.66,21706.532
2018,2,5,19,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,24022.0,120581.04,20155.486
2015,3,8,34,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,20864.0,242685.63,18193.707
2017,2,4,16,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,29571.391,60556.62,19148.194
2019,2,4,16,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,72.0,27612.3,21013.085
2015,1,2,5,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,3350.0,102511.15,18332.079
2015,1,2,7,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,10346.0,82018.62,18332.079
2021,1,1,4,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,3508.0,173315.52,24349.121
2021,1,1,2,"Aerospace, Defense & Marine",Americas,085,Miscellaneous Military Type Products,980.0,174655.31,24349.121
2021,4,11,44,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,297007.0,160643.61,23550.42
2022,4,10,41,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,1928.0,55586.11,25723.941
2020,4,11,45,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,190.0,364047.33,21362.428
2020,2,5,21,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,30183.0,228681.68,21538.032
2018,3,8,33,"Aerospace, Defense & Marine",Americas,257,ARINC Products,25732.0,131442.44,20470.197
2015,4,11,45,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,103223.0,462315.25,18306.96
2018,1,1,3,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,145262.0,194297.13,20819.269
2018,1,2,6,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,125.0,242735.36,20819.269
2016,1,1,3,"Aerospace, Defense & Marine",Americas,F40,Hartman Panels and Miscellaneous,19.0,101319.71,18968.041
2015,1,1,3,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,151.0,269959.56,18332.079
2019,3,9,38,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,17871.0,160623.46,21272.448
2018,1,1,1,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,586.0,33711.1,20819.269
2016,2,5,22,"Aerospace, Defense & Marine",Americas,JB6,Rochester Ocean Research,43190.92,99936.2,18425.306
2018,3,8,32,"Aerospace, Defense & Marine",Americas,JB6,Rochester Ocean Research,6561.68,7280.0,20470.197
2017,1,3,10,"Aerospace, Defense & Marine",Americas,JC3,Engine,3477.0,101565.27,19894.75
2016,1,1,1,"Aerospace, Defense & Marine",Americas,JC3,Engine,3013.0,146319.6,18968.041
2015,1,1,1,"Aerospace, Defense & Marine",Americas,JC6,38999 Series III,17200.0,63269.49,18332.079
2015,1,1,4,"Aerospace, Defense & Marine",Americas,F40,Hartman Panels and Miscellaneous,698.0,397331.83,18332.079
2018,3,7,30,"Aerospace, Defense & Marine",Americas,JC3,Engine,3279.0,70885.87,20470.197
2015,1,3,13,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,11939.0,50441.19,18332.079
2016,3,7,28,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",4012.0,37618.09,18611.617
2016,4,11,48,"Aerospace, Defense & Marine",Americas,K80,Rochester Wire,351940.0,280841.1,18775.459
2018,2,5,21,"Aerospace, Defense & Marine",Americas,K80,Rochester Wire,290633.0,256968.33,20155.486
2017,1,2,9,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,20095.0,88715.62,19894.75
2019,1,2,9,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,1204.0,346175.66,21706.532
2017,4,11,47,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,28164.435,228529.54,19561.896
2016,2,4,15,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,36529.862,179978.17,18425.306
2015,4,12,52,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,3203.0,140194.05,18306.96
2017,3,9,36,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,307.0,19526.52,19304.506
2016,4,11,44,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,201948.0,322819.73,18775.459
2017,2,4,17,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,6061.0,299638.84,19148.194
2017,1,2,6,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,91.0,70512.03,19894.75
2016,2,4,15,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,123632.0,273036.26,18425.306
2018,2,5,18,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,42.0,18700.0,20155.486
2015,2,5,21,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,611.0,50713.18,17991.348
2017,4,10,40,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,2377.0,7008.55,19561.896
2017,2,6,25,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,22143.32,94006.72,19148.194
2016,3,8,33,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,24666.0,176552.1,18611.617
2016,3,7,28,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,623535.0,342568.81,18611.617
2018,1,3,11,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,157497.0,131405.8,20819.269
2019,3,8,32,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,210417.0,165570.67,21272.448
2015,4,10,42,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,465432.0,275249.12,18306.96
2015,3,7,29,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,20296.938,70336.2,18193.707
2018,4,12,50,"Aerospace, Defense & Marine",Americas,915,55 Wire,620554.511,226134.75,20687.278
2017,4,12,51,"Aerospace, Defense & Marine",Americas,914,55 Cable,392638.484,548986.03,19561.896
2019,4,10,42,"Aerospace, Defense & Marine",Americas,915,55 Wire,1010767.091,253673.62,21531.839
2016,1,1,1,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,52069.0,43546.79,18968.041
2017,2,4,17,"Aerospace, Defense & Marine",Americas,912,44 Cable,26611.478,28324.38,19148.194
2016,3,9,37,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,23539.062,162365.35,18611.617
2016,4,11,47,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,15906.196,110853.06,18775.459
2017,1,2,6,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,16796.0,107352.22,19894.75
2017,3,7,28,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,4745.0,51731.89,19304.506
2019,2,4,14,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,480.0,24798.8,21013.085
2015,1,2,5,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,9384.0,37573.72,18332.079
2018,3,8,34,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,1415.0,47031.36,20470.197
2015,2,5,20,"Aerospace, Defense & Marine",Americas,712,System 6,323253.0,109363.71,17991.348
2017,1,2,7,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,2.0,1046201.96,19894.75
2019,4,11,44,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,10.0,10523.51,21531.839
2015,4,11,47,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,236422.0,215322.03,18306.96
2017,3,8,35,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,3445.0,83750.82,19304.506
2016,2,4,16,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,164.0,247651.51,18425.306
2019,1,1,2,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,2337.0,78429.55,21706.532
2016,4,11,46,"Aerospace, Defense & Marine",Americas,257,ARINC Products,53039.0,124059.2,18775.459
2017,3,9,36,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,108.0,109446.8,19304.506
2017,2,4,15,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,2202.0,124173.77,19148.194
2018,3,7,27,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,1818.0,35907.43,20470.197
2015,4,11,46,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,16738.0,184085.6,18306.96
2019,3,8,34,"Aerospace, Defense & Marine",Americas,257,ARINC Products,3486.0,241534.5,21272.448
2015,2,6,26,"Aerospace, Defense & Marine",Americas,F39,Hartman DC Contactors,648.0,603259.75,17991.348
2016,4,11,45,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,1432.0,100802.3,18775.459
2017,3,8,31,"Aerospace, Defense & Marine",Americas,F39,Hartman DC Contactors,51.0,101129.87,19304.506
2018,3,9,36,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,103837.0,181410.34,20470.197
2015,3,8,31,"Aerospace, Defense & Marine",Americas,257,ARINC Products,48017.0,131047.3,18193.707
2016,2,6,25,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,35399.714,201289.18,18425.306
2015,1,3,13,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,1375.0,40983.97,18332.079
2016,1,2,8,"Aerospace, Defense & Marine",Americas,914,55 Cable,409980.995,746172.99,18968.041
2018,3,8,32,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,162235.0,135726.73,20470.197
2015,4,10,40,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,108116.0,86169.53,18306.96
2019,1,3,12,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,810104.0,405679.24,21706.532
2018,1,2,7,"Aerospace, Defense & Marine",Americas,914,55 Cable,367240.718,366139.14,20819.269
2015,2,5,21,"Aerospace, Defense & Marine",Americas,915,55 Wire,1275466.08,355640.46,17991.348
2018,1,2,6,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,431181.0,222247.95,20819.269
2019,1,2,7,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,25141.732,51892.39,21706.532
2016,2,6,23,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,64.0,17774.59,18425.306
2017,4,11,44,"Aerospace, Defense & Marine",Americas,915,55 Wire,732634.653,170398.1,19561.896
2015,2,5,20,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,76.0,58185.37,17991.348
2018,4,12,50,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",2566.0,36311.79,20687.278
2018,3,7,29,"Aerospace, Defense & Marine",Americas,JC3,Engine,2976.0,71710.28,20470.197
2015,3,9,37,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,4807.0,91920.31,18193.707
2018,1,1,1,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,16633.0,108875.45,20819.269
2019,2,5,22,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,7747.0,184778.17,21013.085
2016,1,1,1,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,1488.0,12296.28,18968.041
2019,1,1,3,"Aerospace, Defense & Marine",Americas,547,MTC Solder,511.0,9788.41,21706.532
2016,1,2,6,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,2046.732,91270.6,18968.041
2019,2,6,25,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,1275.0,75668.49,21013.085
2016,3,8,34,"Aerospace, Defense & Marine",Americas,914,55 Cable,309030.013,520858.7,18611.617
2018,1,3,13,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,30580.0,21129.94,20819.269
2016,3,9,36,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,424613.0,253885.52,18611.617
2017,4,11,48,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,127448.0,95640.85,19561.896
2018,4,11,46,"Aerospace, Defense & Marine",Americas,915,55 Wire,635060.554,236643.49,20687.278
2019,4,10,42,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,68.0,28436.22,21531.839
2015,2,5,18,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,13231.673,51714.25,17991.348
2015,2,6,26,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,7877.0,123179.31,17991.348
2018,3,8,33,"Aerospace, Defense & Marine",Americas,915,55 Wire,585263.853,149499.14,20470.197
2020,4,11,48,"Aerospace, Defense & Marine",Americas,JC4,Other,507.0,31645.28,21362.428
2020,1,2,9,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,7271.0,71072.9,21704.706
2021,3,7,27,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,29.0,33475.61,23046.934
2021,4,12,52,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,2434.0,166920.06,23550.42
2021,4,12,49,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,1815.0,47130.24,23550.42
