fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount
2016,4,12,53,Appliances,EMEA,607,DW-All Other Dual Wall,38200.000,84188.56
2015,2,5,20,Appliances,EMEA,405,RAST 2.5 Connectors,5279976.000,304252.68
2018,3,8,33,Appliances,EMEA,405,RAST 2.5 Connectors,2165444.000,114746.63
2015,2,5,20,Appliances,EMEA,344,Hermetic Cluster Blocks,254000.000,18062.52
2017,1,3,10,Appliances,EMEA,N02,MQS - Connectors,200300.000,31565.64
2016,4,11,44,Appliances,EMEA,G60,Relay RT-Series,29855.000,19351.43
2019,1,2,7,Appliances,EMEA,344,Hermetic Cluster Blocks,807300.000,21971.43
2016,3,9,39,Appliances,EMEA,217,Ultra-Fast,925300.000,62289.02
2019,3,8,34,Appliances,EMEA,344,Hermetic Cluster Blocks,1064400.000,34254.98
2017,1,3,13,Appliances,EMEA,224,MAG-MATE,2333000.000,59393.96
2019,3,8,34,Appliances,EMEA,715,Polyolefins ETC,315651.024,152038.66
2019,2,5,18,Appliances,EMEA,344,Hermetic Cluster Blocks,2399200.000,68490.38
2016,4,10,40,Appliances,EMEA,686,Single Wall Fluoropolymers HP,1639982.480,148840.19
2016,2,4,16,Appliances,EMEA,607,DW-All Other Dual Wall,58654.000,60939.99
2016,4,12,50,Appliances,EMEA,405,RAST 2.5 Connectors,3526208.000,191192.95
2019,2,6,23,Appliances,EMEA,405,RAST 2.5 Connectors,4994016.000,269525.07
2019,3,7,28,Appliances,EMEA,344,Hermetic Cluster Blocks,2011000.000,44497.40
2017,3,7,30,Appliances,EMEA,224,MAG-MATE,4585500.000,103685.05
2017,4,10,40,Appliances,EMEA,344,Hermetic Cluster Blocks,2666800.000,57796.04
2019,2,5,19,Appliances,EMEA,224,MAG-MATE,7431148.000,135019.35
2016,3,7,28,Appliances,EMEA,344,Hermetic Cluster Blocks,2665500.000,60637.39
2018,1,3,12,Appliances,EMEA,217,Ultra-Fast,291000.000,14854.33
2015,2,5,22,Appliances,EMEA,715,Polyolefins ETC,291096.820,118120.99
2019,1,1,2,Appliances,EMEA,715,Polyolefins ETC,273597.000,97472.54
2019,3,7,30,Appliances,EMEA,224,MAG-MATE,3512840.000,75289.90
2017,1,3,11,Appliances,EMEA,344,Hermetic Cluster Blocks,451000.000,12461.29
2016,4,11,45,Appliances,EMEA,607,DW-All Other Dual Wall,46328.800,36769.67
2017,2,5,18,Appliances,EMEA,686,Single Wall Fluoropolymers HP,19777.360,35626.95
2017,1,3,11,Appliances,EMEA,686,Single Wall Fluoropolymers HP,11820.000,24017.05
2018,3,9,36,Appliances,EMEA,A07,Faston Power Relays,91418.000,124057.72
2016,3,8,33,Appliances,EMEA,JK1,RAST Machines,42.000,475.87
2017,3,9,39,Appliances,EMEA,Z34,Relay Special up to 8A,186810.000,45568.74
2018,3,7,29,Appliances,EMEA,Z34,Relay Special up to 8A,58020.000,16778.92
2020,2,4,14,Appliances,EMEA,344,Hermetic Cluster Blocks,351000.000,30673.40
2021,1,3,12,Appliances,EMEA,G59,Appliance Miniature PCB Relays,87000.000,18875.76
2020,1,1,4,Appliances,EMEA,344,Hermetic Cluster Blocks,853500.000,24758.90
2019,2,4,15,Appliances,EMEA,607,DW-All Other Dual Wall,107353.000,80732.69
2020,4,12,49,Appliances,EMEA,JJ4,RAST 5 non-IDC,1319130.000,81931.19
2020,1,1,3,Appliances,EMEA,G59,Appliance Miniature PCB Relays,104000.000,28041.58
2018,1,2,5,Appliances,EMEA,Z34,Relay Special up to 8A,121170.000,30040.79
2016,1,1,2,Appliances,EMEA,Z34,Relay Special up to 8A,156750.000,37449.93
2015,1,1,3,Appliances,EMEA,Z24,Relay RZ-Series,267666.000,136535.53
2017,4,12,50,Appliances,EMEA,Z34,Relay Special up to 8A,187470.000,43884.38
2019,4,10,43,Appliances,EMEA,686,Single Wall Fluoropolymers HP,11308.000,9261.86
2019,4,11,46,Appliances,EMEA,686,Single Wall Fluoropolymers HP,4105.000,7275.44
2018,1,1,1,Appliances,EMEA,326,FASTIN-FASTON,1731800.000,59354.55
2017,2,6,23,Appliances,EMEA,JJ4,RAST 5 non-IDC,1273260.000,106349.94
2022,4,12,51,Appliances,EMEA,JJ4,RAST 5 non-IDC,772600.000,73431.46
2021,2,4,14,Appliances,EMEA,239,MICRO MATE-N-LOK,573503.000,26562.50
2022,4,11,44,Appliances,EMEA,715,Polyolefins ETC,1180179.000,90640.32
2020,4,10,41,Appliances,EMEA,405,RAST 2.5 Connectors,4067444.000,186986.77
2022,1,2,6,Appliances,EMEA,326,FASTIN-FASTON,2279865.000,118958.22
2021,3,7,27,Appliances,EMEA,326,FASTIN-FASTON,3876900.000,160004.80
2021,3,7,29,Appliances,EMEA,217,Ultra-Fast,535800.000,47274.61
2020,1,3,10,Appliances,EMEA,607,DW-All Other Dual Wall,77356.000,42179.40
2020,4,10,43,Appliances,EMEA,686,Single Wall Fluoropolymers HP,14460.000,16267.58
2021,1,2,5,Appliances,EMEA,N05,Timer - Terminals,415400.000,16561.25
2015,1,2,8,Appliances,EMEA,A07,Faston Power Relays,114960.000,125799.79
2017,1,1,2,Appliances,EMEA,A07,Faston Power Relays,170992.000,141000.64
2017,4,11,44,Appliances,EMEA,A07,Faston Power Relays,114123.000,110050.24
2015,2,5,21,Appliances,EMEA,A07,Faston Power Relays,102378.000,94994.19
2018,2,4,15,Appliances,EMEA,JK1,RAST Machines,1.000,36549.00
2019,3,8,32,Appliances,EMEA,A07,Faston Power Relays,58148.000,62987.91
2018,1,3,13,Appliances,EMEA,A07,Faston Power Relays,1700.000,4147.15
2015,3,9,38,Appliances,EMEA,Z24,Relay RZ-Series,359025.000,178690.80
2022,3,7,30,Appliances,EMEA,G59,Appliance Miniature PCB Relays,65000.000,22206.20
2021,2,5,19,Appliances,EMEA,N05,Timer - Terminals,428250.000,15998.32
2022,1,1,1,Appliances,EMEA,607,DW-All Other Dual Wall,58595.000,69994.17
2022,3,7,27,Appliances,EMEA,607,DW-All Other Dual Wall,56765.000,60666.25
2016,4,11,47,Appliances,EMEA,686,Single Wall Fluoropolymers HP,2336.000,3151.90
2017,2,5,19,Appliances,EMEA,607,DW-All Other Dual Wall,61698.000,77042.77
2018,3,7,27,Appliances,EMEA,607,DW-All Other Dual Wall,71471.000,47113.47
2015,4,10,40,Appliances,EMEA,405,RAST 2.5 Connectors,4357296.000,254644.28
2019,1,1,1,Appliances,EMEA,405,RAST 2.5 Connectors,4889264.000,236564.20
2016,2,4,17,Appliances,EMEA,344,Hermetic Cluster Blocks,924200.000,47164.43
2015,3,9,38,Appliances,EMEA,N02,MQS - Connectors,111400.000,10917.76
2017,1,2,9,Appliances,EMEA,G59,Appliance Miniature PCB Relays,315605.000,100185.00
2017,3,9,37,Appliances,EMEA,686,Single Wall Fluoropolymers HP,32106.600,58942.10
2017,4,12,50,Appliances,EMEA,715,Polyolefins ETC,319192.400,99121.95
2018,4,10,40,Appliances,EMEA,607,DW-All Other Dual Wall,127698.000,54451.27
2015,4,11,47,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,2537660.000,163475.28
2019,4,12,49,Appliances,EMEA,N05,Timer - Terminals,1268800.000,53488.37
2018,2,6,24,Appliances,EMEA,239,MICRO MATE-N-LOK,667498.000,36998.31
2020,1,1,1,Appliances,EMEA,N05,Timer - Terminals,709200.000,30445.53
2020,3,9,36,Appliances,EMEA,326,FASTIN-FASTON,1378400.000,56789.05
2020,3,8,35,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4716990.000,344354.11
2020,4,12,51,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,467700.000,23792.24
2020,4,10,41,Appliances,EMEA,224,MAG-MATE,2908936.000,75879.91
2020,1,2,7,Appliances,EMEA,104,MTA 100 & CSTII 100,256700.000,24040.72
2020,3,8,31,Appliances,EMEA,224,MAG-MATE,3784500.000,73280.42
2020,4,12,51,Appliances,EMEA,G59,Appliance Miniature PCB Relays,418880.000,106291.41
2022,2,4,15,Appliances,EMEA,344,Hermetic Cluster Blocks,737000.000,38641.28
2021,1,2,5,Appliances,EMEA,G59,Appliance Miniature PCB Relays,74000.000,17627.92
2022,1,3,11,Appliances,EMEA,G59,Appliance Miniature PCB Relays,61000.000,16968.23
2022,4,12,49,Appliances,EMEA,Z24,Relay RZ-Series,646150.000,263652.83
2022,1,3,13,Appliances,EMEA,G59,Appliance Miniature PCB Relays,156000.000,56980.47
2019,3,7,30,Appliances,EMEA,Z34,Relay Special up to 8A,148080.000,35986.96
2015,4,12,52,Appliances,EMEA,Z24,Relay RZ-Series,416900.000,212139.85
2015,1,1,4,Appliances,EMEA,Z24,Relay RZ-Series,235350.000,117947.10
2018,2,5,21,Appliances,EMEA,344,Hermetic Cluster Blocks,2723200.000,58092.48
2016,2,6,26,Appliances,EMEA,G59,Appliance Miniature PCB Relays,183880.000,51568.80
2019,2,6,25,Appliances,EMEA,G59,Appliance Miniature PCB Relays,169000.000,46491.77
2019,2,4,14,Appliances,EMEA,715,Polyolefins ETC,296654.000,97856.75
2015,1,2,6,Appliances,EMEA,N02,MQS - Connectors,77200.000,10896.46
2015,2,5,19,Appliances,EMEA,104,MTA 100 & CSTII 100,1038800.000,37194.04
2019,3,8,31,Appliances,EMEA,217,Ultra-Fast,180100.000,13357.93
2018,3,8,33,Appliances,EMEA,JJ4,RAST 5 non-IDC,2190264.000,158697.69
2018,2,5,18,Appliances,EMEA,217,Ultra-Fast,45600.000,4660.42
2015,3,7,30,Appliances,EMEA,715,Polyolefins ETC,340500.841,122097.76
2015,4,11,46,Appliances,EMEA,715,Polyolefins ETC,347904.312,111874.93
2015,3,8,33,Appliances,EMEA,715,Polyolefins ETC,300142.600,96688.35
2016,1,3,10,Appliances,EMEA,686,Single Wall Fluoropolymers HP,2018605.000,78544.86
2018,3,8,35,Appliances,EMEA,224,MAG-MATE,5905436.000,99516.95
2017,4,12,50,Appliances,EMEA,607,DW-All Other Dual Wall,89218.000,65498.04
2021,1,1,1,Appliances,EMEA,217,Ultra-Fast,89200.000,10655.61
2022,1,2,6,Appliances,EMEA,Z34,Relay Special up to 8A,187200.000,47836.50
2020,4,10,40,Appliances,EMEA,Z34,Relay Special up to 8A,152130.000,38719.79
2020,2,6,25,Appliances,EMEA,239,MICRO MATE-N-LOK,710875.000,75960.53
2020,3,9,36,Appliances,EMEA,224,MAG-MATE,3507620.000,86298.97
2022,1,2,8,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,280300.000,35612.92
2021,2,4,17,Appliances,EMEA,224,MAG-MATE,4342960.000,100595.50
2022,2,4,14,Appliances,EMEA,394,RAST 5 Connectors,2826884.000,238980.61
2021,3,9,39,Appliances,EMEA,N05,Timer - Terminals,1839500.000,89513.86
2022,4,12,49,Appliances,EMEA,JJ4,RAST 5 non-IDC,1557950.000,96135.18
2022,2,5,20,Appliances,EMEA,224,MAG-MATE,4583120.000,130781.90
2020,2,5,19,Appliances,EMEA,N05,Timer - Terminals,604350.000,19481.93
2019,3,9,39,Appliances,EMEA,686,Single Wall Fluoropolymers HP,1036333.000,88260.70
2016,2,6,24,Appliances,EMEA,224,MAG-MATE,5392500.000,96720.15
2015,1,2,7,Appliances,EMEA,Z24,Relay RZ-Series,72675.000,34530.59
2017,2,6,23,Appliances,EMEA,327,Positive Lock,1949500.000,98978.99
2015,4,10,42,Appliances,EMEA,G59,Appliance Miniature PCB Relays,421280.000,112548.89
2015,1,3,13,Appliances,EMEA,326,FASTIN-FASTON,518500.000,24893.99
2019,3,9,39,Appliances,EMEA,217,Ultra-Fast,415700.000,32391.42
2016,4,11,48,Appliances,EMEA,104,MTA 100 & CSTII 100,505400.000,51053.99
2018,2,4,14,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,4797100.000,126329.80
2019,1,2,8,Appliances,EMEA,326,FASTIN-FASTON,1365900.000,58029.53
2015,3,9,37,Appliances,EMEA,JJ4,RAST 5 non-IDC,2169470.000,156660.58
2016,2,4,14,Appliances,EMEA,JJ4,RAST 5 non-IDC,909700.000,73936.92
2018,1,2,8,Appliances,EMEA,JJ4,RAST 5 non-IDC,1216020.000,74070.85
2019,3,9,38,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6211500.000,136017.35
2017,4,10,41,Appliances,EMEA,715,Polyolefins ETC,322495.929,91802.52
2022,2,5,19,Appliances,EMEA,Z34,Relay Special up to 8A,146640.000,36307.07
2020,4,10,42,Appliances,EMEA,405,RAST 2.5 Connectors,3958264.000,212612.23
2021,4,12,49,Appliances,EMEA,Z24,Relay RZ-Series,656125.000,259338.44
2021,2,4,15,Appliances,EMEA,715,Polyolefins ETC,222888.000,78703.98
2021,3,7,29,Appliances,EMEA,JJ4,RAST 5 non-IDC,967300.000,108606.52
2022,1,2,6,Appliances,EMEA,N05,Timer - Terminals,647700.000,31293.33
2020,2,4,17,Appliances,EMEA,326,FASTIN-FASTON,1391300.000,84495.48
2020,4,12,52,Appliances,EMEA,715,Polyolefins ETC,200586.000,98976.58
2020,1,3,12,Appliances,EMEA,715,Polyolefins ETC,185618.811,68147.30
2020,3,9,39,Appliances,EMEA,715,Polyolefins ETC,733428.300,97769.86
2022,1,1,3,Appliances,EMEA,G59,Appliance Miniature PCB Relays,138000.000,40939.80
2015,3,7,27,Appliances,EMEA,344,Hermetic Cluster Blocks,27500.000,1525.04
2019,1,2,5,Appliances,EMEA,Z24,Relay RZ-Series,234655.000,104345.62
2018,2,5,22,Appliances,EMEA,344,Hermetic Cluster Blocks,2492500.000,81407.99
2017,2,5,20,Appliances,EMEA,224,MAG-MATE,4562500.000,109756.86
2015,4,11,48,Appliances,EMEA,686,Single Wall Fluoropolymers HP,11147.600,20818.65
2016,4,11,47,Appliances,EMEA,715,Polyolefins ETC,574070.225,73718.65
2017,3,8,33,Appliances,EMEA,715,Polyolefins ETC,430995.850,110687.38
2017,3,9,37,Appliances,EMEA,715,Polyolefins ETC,205122.450,82271.71
2019,1,1,1,Appliances,EMEA,607,DW-All Other Dual Wall,396252.000,64882.29
2016,1,3,10,Appliances,EMEA,344,Hermetic Cluster Blocks,863700.000,20243.17
2015,2,6,24,Appliances,EMEA,344,Hermetic Cluster Blocks,3605700.000,74828.47
2015,2,5,21,Appliances,EMEA,G60,Relay RT-Series,35450.000,24016.33
2015,4,12,52,Appliances,EMEA,Z34,Relay Special up to 8A,267510.000,77476.19
2015,1,2,8,Appliances,EMEA,G60,Relay RT-Series,61300.000,38394.72
2016,4,12,53,Appliances,EMEA,A07,Faston Power Relays,215734.000,224721.53
2015,3,8,35,Appliances,EMEA,A07,Faston Power Relays,65252.000,64639.50
2020,2,5,18,Appliances,EMEA,224,MAG-MATE,4701296.000,127797.82
2021,2,6,25,Appliances,EMEA,Z24,Relay RZ-Series,487200.000,198771.02
2021,1,2,7,Appliances,EMEA,607,DW-All Other Dual Wall,102385.000,57122.92
2022,3,8,34,Appliances,EMEA,A07,Faston Power Relays,105311.000,109903.05
2021,3,9,39,Appliances,EMEA,G59,Appliance Miniature PCB Relays,515040.000,159341.56
2022,4,11,47,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1348000.000,190776.80
2021,3,7,28,Appliances,EMEA,224,MAG-MATE,5210000.000,100250.58
2022,2,4,16,Appliances,EMEA,394,RAST 5 Connectors,4217308.000,288332.94
2022,4,12,52,Appliances,EMEA,394,RAST 5 Connectors,2152398.000,196894.91
2020,4,11,47,Appliances,EMEA,N05,Timer - Terminals,1370150.000,59736.41
2020,3,7,28,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,2974500.000,89724.69
2020,4,12,52,Appliances,EMEA,326,FASTIN-FASTON,1654800.000,73261.23
2020,2,5,18,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6148500.000,160794.06
2020,3,9,37,Appliances,EMEA,217,Ultra-Fast,273800.000,15935.34
2015,3,9,37,Appliances,EMEA,N02,MQS - Connectors,368250.000,36198.27
2016,4,10,43,Appliances,EMEA,N02,MQS - Connectors,616130.000,52232.22
2019,1,3,12,Appliances,EMEA,N02,MQS - Connectors,792460.000,55909.46
2015,4,11,47,Appliances,EMEA,217,Ultra-Fast,627300.000,42481.98
2015,4,12,49,Appliances,EMEA,715,Polyolefins ETC,313607.440,95962.17
2022,1,3,13,Appliances,EMEA,G60,Relay RT-Series,15225.000,10757.95
2018,4,10,41,Appliances,EMEA,N02,MQS - Connectors,888503.000,77673.59
2015,2,6,26,Appliances,EMEA,N02,MQS - Connectors,112900.000,11962.61
2017,3,9,38,Appliances,EMEA,104,MTA 100 & CSTII 100,363750.000,28051.85
2017,2,6,26,Appliances,EMEA,344,Hermetic Cluster Blocks,3742600.000,81323.17
2021,1,2,8,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,5335500.000,130473.22
2021,2,6,26,Appliances,EMEA,327,Positive Lock,5310700.000,120194.75
2021,4,10,40,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4638015.000,441202.33
2020,3,9,39,Appliances,EMEA,394,RAST 5 Connectors,4019468.000,354107.18
2021,4,10,42,Appliances,EMEA,326,FASTIN-FASTON,2288090.000,146354.46
2021,2,6,24,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,9431500.000,215082.45
2021,4,12,50,Appliances,EMEA,224,MAG-MATE,10099700.000,197250.05
2021,3,7,30,Appliances,EMEA,217,Ultra-Fast,288600.000,23663.00
2021,3,9,38,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4096330.000,225765.08
2022,4,10,43,Appliances,EMEA,607,DW-All Other Dual Wall,64645.000,77795.22
2021,4,11,46,Appliances,EMEA,104,MTA 100 & CSTII 100,1114700.000,87227.37
2022,2,4,15,Appliances,EMEA,326,FASTIN-FASTON,1781080.000,103872.83
2015,3,8,31,Appliances,EMEA,224,MAG-MATE,5122424.000,122843.17
2016,2,5,19,Appliances,EMEA,344,Hermetic Cluster Blocks,2485000.000,45929.48
2015,1,1,3,Appliances,EMEA,344,Hermetic Cluster Blocks,570200.000,17619.37
2018,3,7,27,Appliances,EMEA,344,Hermetic Cluster Blocks,664000.000,15938.70
2018,1,1,3,Appliances,EMEA,224,MAG-MATE,5053500.000,121413.95
2016,4,11,44,Appliances,EMEA,686,Single Wall Fluoropolymers HP,12367.600,19616.37
2022,2,4,17,Appliances,EMEA,A07,Faston Power Relays,65925.000,63045.77
2022,1,1,4,Appliances,EMEA,686,Single Wall Fluoropolymers HP,2803.000,9538.60
2022,3,9,36,Appliances,EMEA,JK1,RAST Machines,1.000,584784.00
2020,1,1,1,Appliances,EMEA,344,Hermetic Cluster Blocks,659500.000,22011.22
2020,4,10,41,Appliances,EMEA,686,Single Wall Fluoropolymers HP,16145.000,34603.41
2019,3,7,30,Appliances,EMEA,104,MTA 100 & CSTII 100,674300.000,18642.39
2018,4,10,42,Appliances,EMEA,344,Hermetic Cluster Blocks,2061900.000,48098.31
2019,2,6,26,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,378000.000,34540.11
2017,3,9,37,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,485800.000,35846.69
2019,1,3,12,Appliances,EMEA,Z24,Relay RZ-Series,353275.000,155799.98
2017,4,10,40,Appliances,EMEA,239,MICRO MATE-N-LOK,636597.000,72229.39
2017,4,11,48,Appliances,EMEA,607,DW-All Other Dual Wall,47227.000,68710.22
2018,2,5,22,Appliances,EMEA,N02,MQS - Connectors,628080.000,48175.90
2017,2,6,23,Appliances,EMEA,104,MTA 100 & CSTII 100,469500.000,38074.90
2015,1,3,11,Appliances,EMEA,104,MTA 100 & CSTII 100,366500.000,9916.11
2019,2,4,14,Appliances,EMEA,104,MTA 100 & CSTII 100,769500.000,30301.91
2016,4,11,46,Appliances,EMEA,394,RAST 5 Connectors,2737680.000,226471.59
2018,2,4,15,Appliances,EMEA,G59,Appliance Miniature PCB Relays,467215.000,135644.85
2019,2,6,25,Appliances,EMEA,326,FASTIN-FASTON,2704800.000,97619.30
2018,3,8,31,Appliances,EMEA,394,RAST 5 Connectors,5078572.000,418265.40
2015,4,10,41,Appliances,EMEA,327,Positive Lock,1575500.000,55144.57
2019,3,9,36,Appliances,EMEA,JJ4,RAST 5 non-IDC,1970070.000,120712.11
2019,4,12,51,Appliances,EMEA,394,RAST 5 Connectors,3776884.000,283195.04
2015,4,10,42,Appliances,EMEA,326,FASTIN-FASTON,1940400.000,62752.83
2015,3,8,34,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,4279400.000,73096.32
2017,1,2,5,Appliances,EMEA,104,MTA 100 & CSTII 100,253500.000,16259.07
2022,1,2,6,Appliances,EMEA,405,RAST 2.5 Connectors,5859280.000,323778.47
2022,1,2,9,Appliances,EMEA,327,Positive Lock,4078600.000,84466.56
2021,1,2,9,Appliances,EMEA,Z24,Relay RZ-Series,750925.000,311152.54
2022,3,9,38,Appliances,EMEA,G59,Appliance Miniature PCB Relays,155000.000,56839.44
2020,2,4,16,Appliances,EMEA,344,Hermetic Cluster Blocks,1613300.000,53926.13
2020,3,7,29,Appliances,EMEA,224,MAG-MATE,1777000.000,38760.89
2020,4,10,43,Appliances,EMEA,224,MAG-MATE,4178132.000,117094.51
2021,3,9,37,Appliances,EMEA,405,RAST 2.5 Connectors,9560052.000,461826.20
2021,1,3,10,Appliances,EMEA,224,MAG-MATE,8303980.000,210358.59
2021,2,6,26,Appliances,EMEA,N02,MQS - Connectors,576900.000,45951.66
2017,1,2,8,Appliances,EMEA,Z24,Relay RZ-Series,238325.000,110878.44
2016,3,7,28,Appliances,EMEA,Z24,Relay RZ-Series,165400.000,77070.87
2019,1,3,12,Appliances,EMEA,JJ4,RAST 5 non-IDC,1215020.000,118250.76
2019,2,4,14,Appliances,EMEA,217,Ultra-Fast,167200.000,15136.92
2018,3,9,36,Appliances,EMEA,G59,Appliance Miniature PCB Relays,237225.000,67145.26
2022,2,5,19,Appliances,EMEA,394,RAST 5 Connectors,6444996.000,548702.13
2022,2,5,20,Appliances,EMEA,JJ4,RAST 5 non-IDC,2077862.000,132850.73
2021,2,4,14,Appliances,EMEA,G60,Relay RT-Series,50175.000,36867.01
2018,1,3,12,Appliances,EMEA,N02,MQS - Connectors,246200.000,16693.16
2017,4,11,45,Appliances,EMEA,N02,MQS - Connectors,471880.000,29569.63
2017,4,11,47,Appliances,EMEA,N02,MQS - Connectors,494403.000,38541.32
2017,1,2,5,Appliances,EMEA,N02,MQS - Connectors,202900.000,20253.97
2021,2,4,14,Appliances,EMEA,607,DW-All Other Dual Wall,39110.000,37805.79
2021,2,6,24,Appliances,EMEA,405,RAST 2.5 Connectors,6253636.000,311343.03
2021,1,2,8,Appliances,EMEA,686,Single Wall Fluoropolymers HP,72580.000,60466.11
2022,1,2,9,Appliances,EMEA,Z34,Relay Special up to 8A,356280.000,92587.39
2019,2,6,26,Appliances,EMEA,715,Polyolefins ETC,284987.520,123068.87
2021,1,3,13,Appliances,EMEA,N02,MQS - Connectors,407280.000,36306.30
2020,1,3,13,Appliances,EMEA,239,MICRO MATE-N-LOK,225241.000,23163.74
2022,2,5,18,Appliances,EMEA,G60,Relay RT-Series,88300.000,58547.04
2021,1,3,12,Appliances,EMEA,217,Ultra-Fast,552000.000,24724.18
2022,3,9,36,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,683700.000,71360.69
2022,3,7,29,Appliances,EMEA,327,Positive Lock,1858900.000,67904.21
2022,2,4,17,Appliances,EMEA,JJ4,RAST 5 non-IDC,2141850.000,167692.79
2021,1,2,6,Appliances,EMEA,239,MICRO MATE-N-LOK,298175.000,23105.21
2021,2,5,18,Appliances,EMEA,405,RAST 2.5 Connectors,6658812.000,295012.56
2021,2,5,19,Appliances,EMEA,715,Polyolefins ETC,253624.102,114353.53
2020,2,5,19,Appliances,EMEA,JJ4,RAST 5 non-IDC,1340350.000,83931.03
2020,3,7,28,Appliances,EMEA,405,RAST 2.5 Connectors,2685720.000,136895.54
2020,3,8,33,Appliances,EMEA,G59,Appliance Miniature PCB Relays,306000.000,93235.21
2021,4,10,41,Appliances,EMEA,217,Ultra-Fast,1598100.000,70499.48
2022,1,1,1,Appliances,EMEA,394,RAST 5 Connectors,7230568.000,576413.36
2021,4,12,50,Appliances,EMEA,686,Single Wall Fluoropolymers HP,33190.000,27410.55
2020,1,2,6,Appliances,EMEA,N05,Timer - Terminals,481600.000,19658.01
2020,1,1,3,Appliances,EMEA,327,Positive Lock,1011600.000,33646.77
2020,4,12,50,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1224200.000,99792.03
2020,1,2,6,Appliances,EMEA,686,Single Wall Fluoropolymers HP,1011856.000,35329.05
2020,2,6,26,Appliances,EMEA,686,Single Wall Fluoropolymers HP,34806.000,33430.69
2020,3,8,33,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,324500.000,22328.30
2020,1,2,7,Appliances,EMEA,A07,Faston Power Relays,40284.000,75872.01
2020,4,10,43,Appliances,EMEA,344,Hermetic Cluster Blocks,331000.000,1518.69
2020,4,12,51,Appliances,EMEA,239,MICRO MATE-N-LOK,406967.000,24210.07
2020,2,4,17,Appliances,EMEA,224,MAG-MATE,6347000.000,141402.31
2021,1,2,9,Appliances,EMEA,217,Ultra-Fast,75500.000,5228.94
2021,2,4,14,Appliances,EMEA,N02,MQS - Connectors,157600.000,16444.85
2022,3,8,33,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1447800.000,137642.17
2022,4,10,41,Appliances,EMEA,Z24,Relay RZ-Series,334500.000,149177.12
2022,1,1,3,Appliances,EMEA,N02,MQS - Connectors,536980.000,45823.22
